"","Rk","Year","Tm","Lg","G","W","L","Ties","W.L.","pythW.L.","Finish","GB","Playoffs","R","RA","Attendance","BatAge","PAge","X.Bat","X.P","Top.Player","Managers","current"
"1446",42,1975,"Minnesota Twins","AL West",159,76,83,0,0.478,0.492,"4th of 6","20.5","",724,736,"737,156",27.5,25.8,35,13,"R.Carew (7.8)","F.Quilici (76-83)","Minnesota Twins"
"1447",43,1974,"Minnesota Twins","AL West",163,82,80,1,0.506,0.503,"3rd of 6","8.0","",673,669,"662,401",28.1,26.4,32,13,"B.Blyleven (7.9)","F.Quilici (82-80)","Minnesota Twins"
"1448",44,1973,"Minnesota Twins","AL West",162,81,81,0,0.5,0.529,"3rd of 6","13.0","",738,692,"907,499",27.9,26.6,33,13,"B.Blyleven (9.9)","F.Quilici (81-81)","Minnesota Twins"
"1449",45,1972,"Minnesota Twins","AL West",154,77,77,0,0.5,0.502,"3rd of 6","15.5","",537,535,"797,901",27.4,26.9,33,12,"R.Carew (5.4)","B.Rigney (36-34) and F.Quilici (41-43)","Minnesota Twins"
"1450",46,1971,"Minnesota Twins","AL West",160,74,86,0,0.463,0.489,"5th of 6","26.5","",654,670,"940,858",28.5,27.3,36,14,"B.Blyleven (6.2)","B.Rigney (74-86)","Minnesota Twins"
"1451",47,1970,"Minnesota Twins","AL West",162,98,64,0,0.605,0.594,"1st of 6","--","Lost ALCS (3-0)",744,605,"1,261,887",28.6,28.1,35,13,"T.Oliva (7.0)","B.Rigney (98-64)","Minnesota Twins"
"1452",48,1969,"Minnesota Twins","AL West",162,97,65,0,0.599,0.61,"1st of 6","--","Lost ALCS (3-0)",790,618,"1,349,328",28.9,28.9,36,15,"J.Perry (6.5)","B.Martin (97-65)","Minnesota Twins"
"1453",49,1968,"Minnesota Twins","AL",162,79,83,0,0.488,0.513,"7th of 10","24.0","",562,546,"1,143,257",28.2,27.9,33,14,"D.Chance (5.2)","C.Ermer (79-83)","Minnesota Twins"
"1454",50,1967,"Minnesota Twins","AL",164,91,71,2,0.562,0.559,"2nd of 10","1.0","",671,590,"1,483,547",28,27.5,35,12,"J.Merritt (6.4)","S.Mele (25-25) and C.Ermer (66-46)","Minnesota Twins"
"1455",51,1966,"Minnesota Twins","AL",162,89,73,0,0.549,0.56,"2nd of 10","9.0","",663,581,"1,259,374",27.8,28.2,34,15,"T.Oliva (6.4)","S.Mele (89-73)","Minnesota Twins"
"1456",52,1965,"Minnesota Twins","AL",162,102,60,0,0.63,0.614,"1st of 10","--","Lost WS (4-3)",774,600,"1,463,258",27.4,28.5,35,15,"Z.Versalles (7.2)","S.Mele (102-60)","Minnesota Twins"
"1457",53,1964,"Minnesota Twins","AL",163,79,83,1,0.488,0.538,"6th of 10","20.0","",737,678,"1,207,514",26.9,27.3,44,20,"T.Oliva (6.8)","S.Mele (79-83)","Minnesota Twins"
"1458",54,1963,"Minnesota Twins","AL",161,91,70,0,0.565,0.609,"3rd of 10","13.0","",767,602,"1,406,652",27.2,26.7,39,18,"B.Allison (7.4)","S.Mele (91-70)","Minnesota Twins"
"1459",55,1962,"Minnesota Twins","AL",163,91,71,1,0.562,0.551,"2nd of 10","5.0","",798,713,"1,433,116",26.6,26.7,36,18,"C.Pascual (6.2)","S.Mele (91-71)","Minnesota Twins"
"1460",56,1961,"Minnesota Twins","AL",161,70,90,1,0.438,0.456,"7th of 10","38.0","",707,778,"1,256,723",27.6,26.4,42,19,"J.Kralick (5.8)","C.Lavagetto (23-36) and S.Mele (47-54)","Minnesota Twins"
"1461",57,1960,"Washington Senators","AL",154,73,81,0,0.474,0.484,"5th of 8","24.0","",672,696,"743,404",27.3,26.8,37,18,"P.Ramos (4.1)","C.Lavagetto (73-81)","Minnesota Twins"
"1462",58,1959,"Washington Senators","AL",154,63,91,0,0.409,0.443,"8th of 8","31.0","",619,701,"615,372",27,26.9,40,16,"C.Pascual (8.6)","C.Lavagetto (63-91)","Minnesota Twins"
"1463",59,1958,"Washington Senators","AL",156,61,93,2,0.396,0.366,"8th of 8","31.0","",553,747,"475,288",28.1,26.3,39,17,"D.Hyde (4.6)","C.Lavagetto (61-93)","Minnesota Twins"
"1464",60,1957,"Washington Senators","AL",154,55,99,0,0.357,0.369,"8th of 8","43.0","",603,808,"457,079",28.4,25.5,41,19,"R.Sievers (4.6)","C.Dressen (4-16) and C.Lavagetto (51-83)","Minnesota Twins"
"1465",61,1956,"Washington Senators","AL",155,59,95,1,0.383,0.346,"7th of 8","38.0","",652,924,"431,647",26.8,24.8,33,14,"C.Stobbs (4.6)","C.Dressen (59-95)","Minnesota Twins"
"1466",62,1955,"Washington Senators","AL",154,53,101,0,0.344,0.376,"8th of 8","43.0","",598,789,"425,238",27.5,26.1,40,16,"M.McDermott (3.1)","C.Dressen (53-101)","Minnesota Twins"
"1467",63,1954,"Washington Senators","AL",155,66,88,1,0.429,0.467,"6th of 8","45.0","",632,680,"503,542",28.5,27.5,32,11,"E.Yost (4.3)","B.Harris (66-88)","Minnesota Twins"
"1468",64,1953,"Washington Senators","AL",152,76,76,0,0.5,0.551,"5th of 8","23.5","",687,614,"595,594",28.6,30.9,39,15,"M.Vernon (5.4)","B.Harris (76-76)","Minnesota Twins"
"1469",65,1952,"Washington Senators","AL",157,78,76,3,0.506,0.492,"5th of 8","17.0","",598,608,"699,457",28.5,31.8,43,18,"B.Porterfield (5.3)","B.Harris (78-76)","Minnesota Twins"
"1470",66,1951,"Washington Senators","AL",154,62,92,0,0.403,0.442,"7th of 8","36.0","",672,764,"695,167",28.7,31.3,38,17,"E.Yost (4.0)","B.Harris (62-92)","Minnesota Twins"
"1471",67,1950,"Washington Senators","AL",155,67,87,1,0.435,0.426,"5th of 8","31.0","",690,813,"699,697",28.5,30.8,41,19,"E.Yost (4.0)","B.Harris (67-87)","Minnesota Twins"
"1472",68,1949,"Washington Senators","AL",154,50,104,0,0.325,0.326,"8th of 8","47.0","",584,868,"770,745",28.6,29.6,37,18,"E.Robinson (2.5)","J.Kuhel (50-104)","Minnesota Twins"
"1473",69,1948,"Washington Senators","AL",154,56,97,1,0.366,0.358,"7th of 8","40.0","",578,796,"795,254",28.5,29.8,35,15,"R.Scarborough (5.5)","J.Kuhel (56-97)","Minnesota Twins"
"1474",70,1947,"Washington Senators","AL",154,64,90,0,0.416,0.363,"7th of 8","33.0","",496,675,"850,758",29.4,29.7,36,15,"W.Masterson (5.1)","O.Bluege (64-90)","Minnesota Twins"
"1475",71,1946,"Washington Senators","AL",155,76,78,1,0.494,0.432,"4th of 8","28.0","",608,706,"1,027,216",29.6,32,36,17,"M.Vernon (5.5)","O.Bluege (76-78)","Minnesota Twins"
"1476",72,1945,"Washington Senators","AL",156,87,67,2,0.565,0.546,"2nd of 8","1.5","",622,562,"652,660",31.3,32.2,34,14,"R.Wolff (5.5)","O.Bluege (87-67)","Minnesota Twins"
"1477",73,1944,"Washington Senators","AL",154,64,90,0,0.416,0.448,"8th of 8","25.0","",592,664,"525,235",30.4,31.3,37,14,"S.Spence (6.0)","O.Bluege (64-90)","Minnesota Twins"
"1478",74,1943,"Washington Senators","AL",153,84,69,0,0.549,0.551,"2nd of 8","13.5","",666,595,"574,694",27.6,28.6,38,17,"S.Spence (4.4)","O.Bluege (84-69)","Minnesota Twins"
"1479",75,1942,"Washington Senators","AL",151,62,89,0,0.411,0.399,"7th of 8","39.5","",653,817,"403,493",26.6,27.4,36,16,"B.Estalella (2.8)","B.Harris (62-89)","Minnesota Twins"
"1480",76,1941,"Washington Senators","AL",156,70,84,2,0.455,0.458,"6th of 8","31.0","",728,798,"415,663",27.1,28.3,36,14,"C.Travis (6.4)","B.Harris (70-84)","Minnesota Twins"
"1481",77,1940,"Washington Senators","AL",154,64,90,0,0.416,0.41,"7th of 8","26.0","",665,811,"381,241",26.8,26,35,15,"D.Leonard (4.8)","B.Harris (64-90)","Minnesota Twins"
"1482",78,1939,"Washington Senators","AL",153,65,87,1,0.428,0.442,"6th of 8","41.5","",702,797,"339,257",26.5,26.2,40,16,"B.Lewis (5.7)","B.Harris (65-87)","Minnesota Twins"
"1483",79,1938,"Washington Senators","AL",152,75,76,1,0.497,0.468,"5th of 8","23.5","",814,873,"522,694",28.6,29.3,28,12,"B.Myer (5.4)","B.Harris (75-76)","Minnesota Twins"
"1484",80,1937,"Washington Senators","AL",158,73,80,5,0.477,0.452,"6th of 8","28.5","",757,841,"397,799",28,28.6,41,16,"C.Travis (4.7)","B.Harris (73-80)","Minnesota Twins"
"1485",81,1936,"Washington Senators","AL",153,82,71,0,0.536,0.549,"3rd of 8","20.0","",889,799,"379,525",28,29.8,35,15,"J.Stone (4.6)","B.Harris (82-71)","Minnesota Twins"
"1486",82,1935,"Washington Senators","AL",154,67,86,1,0.438,0.458,"6th of 8","27.0","",823,903,"255,011",28.5,29,38,18,"B.Myer (6.1)","B.Harris (67-86)","Minnesota Twins"
"1487",83,1934,"Washington Senators","AL",155,66,86,3,0.434,0.454,"7th of 8","34.0","",729,806,"330,074",29.8,31.2,39,17,"H.Manush (4.7)","J.Cronin (66-86)","Minnesota Twins"
"1488",84,1933,"Washington Senators","AL",153,99,53,1,0.651,0.61,"1st of 8","--","Lost WS (4-1)",850,665,"437,533",30.2,31.1,30,14,"J.Cronin (7.2)","J.Cronin (99-53)","Minnesota Twins"
"1489",85,1932,"Washington Senators","AL",154,93,61,0,0.604,0.573,"3rd of 8","14.0","",840,716,"371,396",30,29,30,13,"G.Crowder (6.7)","W.Johnson (93-61)","Minnesota Twins"
"1490",86,1931,"Washington Senators","AL",156,92,62,2,0.597,0.591,"3rd of 8","16.0","",843,690,"492,657",28.9,29.1,30,11,"J.Cronin (6.8)","W.Johnson (92-62)","Minnesota Twins"
"1491",87,1930,"Washington Senators","AL",154,94,60,0,0.61,0.616,"2nd of 8","8.0","",892,689,"614,474",29.2,28.2,36,12,"J.Cronin (8.4)","W.Johnson (94-60)","Minnesota Twins"
"1492",88,1929,"Washington Senators","AL",153,71,81,1,0.467,0.472,"5th of 8","34.0","",730,776,"355,506",28.2,27.5,34,14,"F.Marberry (6.7)","W.Johnson (71-81)","Minnesota Twins"
"1493",89,1928,"Washington Senators","AL",155,75,79,1,0.487,0.508,"4th of 8","26.0","",718,705,"378,501",28.6,28.4,33,11,"G.Goslin (7.5)","B.Harris (75-79)","Minnesota Twins"
"1494",90,1927,"Washington Senators","AL",157,85,69,3,0.552,0.531,"3rd of 8","25.0","",782,730,"528,976",29.9,27.6,41,16,"B.Hadley (5.3)","B.Harris (85-69)","Minnesota Twins"
"1495",91,1926,"Washington Senators","AL",152,81,69,2,0.54,0.524,"4th of 8","8.0","",802,761,"551,580",29.3,31.5,35,17,"G.Goslin (6.8)","B.Harris (81-69)","Minnesota Twins"
"1496",92,1925,"Washington Senators","AL",152,96,55,1,0.636,0.596,"1st of 8","--","Lost WS (4-3)",829,670,"817,199",29.7,31.8,39,15,"W.Johnson (6.9)","B.Harris (96-55)","Minnesota Twins"
"1497",93,1924,"Washington Senators","AL",156,92,62,2,0.597,0.594,"1st of 8","--","Won WS (4-3)",755,613,"584,310",28.6,30.3,35,12,"W.Johnson (7.4)","B.Harris (92-62)","Minnesota Twins"
"1498",94,1923,"Washington Senators","AL",155,75,78,2,0.49,0.483,"4th of 8","23.5","",720,747,"357,406",28.1,29.4,39,17,"W.Johnson (4.6)","D.Bush (75-78)","Minnesota Twins"
"1499",95,1922,"Washington Senators","AL",154,69,85,0,0.448,0.462,"6th of 8","25.0","",650,706,"458,552",28.4,29.4,32,14,"W.Johnson (5.5)","C.Milan (69-85)","Minnesota Twins"
"1500",96,1921,"Washington Senators","AL",154,80,73,1,0.523,0.478,"4th of 8","18.0","",704,738,"456,069",28.3,28.8,33,14,"G.Mogridge (6.3)","G.McBride (80-73)","Minnesota Twins"
"1501",97,1920,"Washington Senators","AL",153,68,84,1,0.447,0.453,"6th of 8","29.0","",723,802,"359,260",27.1,25.7,40,16,"S.Rice (4.6)","C.Griffith (68-84)","Minnesota Twins"
"1502",98,1919,"Washington Senators","AL",142,56,84,2,0.4,0.469,"7th of 8","32.0","",533,570,"234,096",27.2,26.1,40,18,"W.Johnson (10.8)","C.Griffith (56-84)","Minnesota Twins"
"1503",99,1918,"Washington Senators","AL",130,72,56,2,0.563,0.551,"3rd of 8","4.0","",461,412,"182,122",28.9,26.6,30,14,"W.Johnson (11.6)","C.Griffith (72-56)","Minnesota Twins"
"1504",100,1917,"Washington Senators","AL",157,74,79,4,0.484,0.482,"5th of 8","25.5","",544,566,"89,682",26.5,24.4,25,9,"W.Johnson (8.0)","C.Griffith (74-79)","Minnesota Twins"
"1505",101,1916,"Washington Senators","AL",159,76,77,6,0.497,0.494,"7th of 8","14.5","",536,543,"177,265",27.2,24.3,31,13,"W.Johnson (10.7)","C.Griffith (76-77)","Minnesota Twins"
"1506",102,1915,"Washington Senators","AL",155,85,68,2,0.556,0.567,"4th of 8","17.0","",569,491,"167,332",26.8,23.7,34,13,"W.Johnson (12.1)","C.Griffith (85-68)","Minnesota Twins"
"1507",103,1914,"Washington Senators","AL",158,81,73,4,0.526,0.544,"3rd of 8","19.0","",572,519,"243,888",26.8,22.4,33,14,"W.Johnson (13.0)","C.Griffith (81-73)","Minnesota Twins"
"1508",104,1913,"Washington Senators","AL",155,90,64,1,0.584,0.527,"2nd of 8","6.5","",596,562,"325,831",26.3,25.2,38,23,"W.Johnson (16.0)","C.Griffith (90-64)","Minnesota Twins"
"1509",105,1912,"Washington Senators","AL",154,91,61,2,0.599,0.584,"2nd of 8","14.0","",699,581,"350,663",25.9,25.6,41,19,"W.Johnson (14.6)","C.Griffith (91-61)","Minnesota Twins"
"1510",106,1911,"Washington Senators","AL",154,64,90,0,0.416,0.408,"7th of 8","38.5","",624,765,"244,884",28,25.8,28,10,"W.Johnson (8.8)","J.McAleer (64-90)","Minnesota Twins"
"1511",107,1910,"Washington Senators","AL",157,66,85,6,0.437,0.457,"7th of 8","36.5","",501,551,"254,591",27.9,26.4,30,11,"W.Johnson (11.4)","J.McAleer (66-85)","Minnesota Twins"
"1512",108,1909,"Washington Senators","AL",156,42,110,4,0.276,0.269,"8th of 8","56.0","",380,656,"205,199",28.1,26.4,44,17,"W.Johnson (3.7)","J.Cantillon (42-110)","Minnesota Twins"
"1513",109,1908,"Washington Senators","AL",155,67,85,3,0.441,0.446,"7th of 8","22.5","",479,539,"264,252",28.7,27.1,25,11,"W.Johnson (5.6)","J.Cantillon (67-85)","Minnesota Twins"
"1514",110,1907,"Washington Senators","AL",154,49,102,3,0.325,0.36,"8th of 8","43.5","",506,693,"221,929",29.4,28.1,36,15,"C.Smith (3.5)","J.Cantillon (49-102)","Minnesota Twins"
"1515",111,1906,"Washington Senators","AL",151,55,95,1,0.367,0.388,"7th of 8","37.5","",519,665,"129,903",29.6,29,28,13,"C.Patten (4.4)","J.Stahl (55-95)","Minnesota Twins"
"1516",112,1905,"Washington Senators","AL",154,64,87,3,0.424,0.451,"7th of 8","29.5","",559,623,"252,027",27.3,27.3,27,9,"T.Hughes (4.3)","J.Stahl (64-87)","Minnesota Twins"
"1517",113,1904,"Washington Senators","AL",157,38,113,6,0.252,0.275,"8th of 8","55.5","",437,743,"131,744",27.9,26.8,27,9,"C.Patten (3.8)","M.Kittridge (1-16) and P.Donovan (37-97)","Minnesota Twins"
"1518",114,1903,"Washington Senators","AL",140,43,94,3,0.314,0.302,"8th of 8","47.5","",437,691,"128,878",29.1,27,22,6,"H.Wilson (3.1)","T.Loftus (43-94)","Minnesota Twins"
"1519",115,1902,"Washington Senators","AL",138,61,75,2,0.449,0.449,"6th of 8","22.0","",707,790,"188,158",30.5,26.9,19,6,"E.Delahanty (6.7)","T.Loftus (61-75)","Minnesota Twins"
"1520",116,1901,"Washington Senators","AL",138,61,72,5,0.459,0.444,"6th of 8","20.5","",682,771,"161,661",28.5,25.8,19,5,"B.Carrick (3.3)","J.Manning (61-72)","Minnesota Twins"
"1521",1,2016,"New York Mets","NL East",162,87,75,0,0.537,0.538,"2nd of 5","8.0","Lost NLWC (1-0)",671,617,"2,789,602",29.5,28.4,46,22,"N.Syndergaard (6.0)","T.Collins (87-75)","New York Mets"
"1522",2,2015,"New York Mets","NL East",162,90,72,0,0.556,0.549,"1st of 5","--","Lost WS (4-1)",683,613,"2,569,753",28.6,28.2,49,26,"C.Granderson (5.1)","T.Collins (90-72)","New York Mets"
"1523",3,2014,"New York Mets","NL East",162,79,83,0,0.488,0.508,"2nd of 5","17.0","",629,618,"2,148,808",28.4,28.9,45,22,"J.Lagares (5.5)","T.Collins (79-83)","New York Mets"
"1524",4,2013,"New York Mets","NL East",162,74,88,0,0.457,0.454,"3rd of 5","22.0","",619,684,"2,135,657",28.3,29.1,53,29,"D.Wright (5.9)","T.Collins (74-88)","New York Mets"
"1525",5,2012,"New York Mets","NL East",162,74,88,0,0.457,0.46,"4th of 5","24.0","",650,709,"2,242,803",27.9,30.3,49,28,"D.Wright (7.0)","T.Collins (74-88)","New York Mets"
"1526",6,2011,"New York Mets","NL East",162,77,85,0,0.475,0.485,"4th of 5","25.0","",718,742,"2,352,596",28,30,46,23,"J.Reyes (4.7)","T.Collins (77-85)","New York Mets"
"1527",7,2010,"New York Mets","NL East",162,79,83,0,0.488,0.503,"4th of 5","18.0","",656,652,"2,559,738",28.4,29.5,47,20,"A.Pagan (5.3)","J.Manuel (79-83)","New York Mets"
"1528",8,2009,"New York Mets","NL East",162,70,92,0,0.432,0.445,"4th of 5","23.0","",671,757,"3,168,571",29.5,29.2,53,24,"A.Pagan (4.0)","J.Manuel (70-92)","New York Mets"
"1529",9,2008,"New York Mets","NL East",162,89,73,0,0.549,0.551,"2nd of 5","3.0","",799,715,"4,042,045",30.1,29,50,24,"J.Santana (7.1)","W.Randolph (34-35) and J.Manuel (55-38)","New York Mets"
"1530",10,2007,"New York Mets","NL East",162,88,74,0,0.543,0.532,"2nd of 5","1.0","",804,750,"3,853,955",30.8,31.3,49,24,"D.Wright (8.3)","W.Randolph (88-74)","New York Mets"
"1531",11,2006,"New York Mets","NL East",162,97,65,0,0.599,0.56,"1st of 5","--","Lost NLCS (4-3)",834,731,"3,379,535",30.2,32.2,49,27,"C.Beltran (8.2)","W.Randolph (97-65)","New York Mets"
"1532",12,2005,"New York Mets","NL East",162,83,79,0,0.512,0.549,"3rd of 5","7.0","",722,648,"2,829,929",28.8,31.9,42,22,"P.Martinez (6.5)","W.Randolph (83-79)","New York Mets"
"1533",13,2004,"New York Mets","NL East",162,71,91,0,0.438,0.47,"4th of 5","25.0","",684,731,"2,318,951",29.8,32.5,52,26,"A.Leiter (4.7)","A.Howe (71-91)","New York Mets"
"1534",14,2003,"New York Mets","NL East",161,66,95,0,0.41,0.427,"5th of 5","34.5","",642,754,"2,140,599",29.3,31.6,50,25,"S.Trachsel (4.5)","A.Howe (66-95)","New York Mets"
"1535",15,2002,"New York Mets","NL East",161,75,86,0,0.466,0.491,"5th of 5","26.5","",690,703,"2,804,838",30.6,30.3,48,25,"E.Alfonzo (5.0)","B.Valentine (75-86)","New York Mets"
"1536",16,2001,"New York Mets","NL East",162,82,80,0,0.506,0.452,"3rd of 5","6.0","",642,713,"2,658,330",30.5,31.1,44,22,"M.Piazza (4.4)","B.Valentine (82-80)","New York Mets"
"1537",17,2000,"New York Mets","NL East",162,94,68,0,0.58,0.541,"2nd of 5","1.0","Lost WS (4-1)",807,738,"2,820,530",30.4,31,47,20,"E.Alfonzo (6.4)","B.Valentine (94-68)","New York Mets"
"1538",18,1999,"New York Mets","NL East",163,97,66,0,0.595,0.583,"2nd of 5","6.5","Lost NLCS (4-2)",853,711,"2,725,668",30.1,32.7,45,23,"R.Ventura (6.7)","B.Valentine (97-66)","New York Mets"
"1539",19,1998,"New York Mets","NL East",162,88,74,0,0.543,0.541,"2nd of 5","18.0","",706,645,"2,287,948",28.9,31.7,49,19,"J.Olerud (7.6)","B.Valentine (88-74)","New York Mets"
"1540",20,1997,"New York Mets","NL East",162,88,74,0,0.543,0.542,"3rd of 5","13.0","",777,709,"1,766,174",27.3,29.4,45,21,"E.Alfonzo (6.2)","B.Valentine (88-74)","New York Mets"
"1541",21,1996,"New York Mets","NL East",162,71,91,0,0.438,0.48,"4th of 5","25.0","",746,779,"1,588,323",27.2,27.4,40,17,"B.Gilkey (8.0)","D.Green (59-72) and B.Valentine (12-19)","New York Mets"
"1542",22,1995,"New York Mets","NL East",144,69,75,0,0.479,0.528,"2nd of 5","21.0","",657,618,"1,273,183",27.4,27.2,45,22,"J.Kent (3.2)","D.Green (69-75)","New York Mets"
"1543",23,1994,"New York Mets","NL East",113,55,58,0,0.487,0.482,"3rd of 5","18.5","",506,526,"1,151,471",27.8,28.6,37,18,"B.Saberhagen (5.7)","D.Green (55-58)","New York Mets"
"1544",24,1993,"New York Mets","NL East",162,59,103,0,0.364,0.454,"7th of 7","38.0","",672,744,"1,873,183",29.4,29.2,41,19,"D.Gooden (4.2)","J.Torborg (13-25) and D.Green (46-78)","New York Mets"
"1545",25,1992,"New York Mets","NL East",162,72,90,0,0.444,0.461,"5th of 6","24.0","",599,653,"1,779,534",30,28.2,44,19,"S.Fernandez (6.2)","J.Torborg (72-90)","New York Mets"
"1546",26,1991,"New York Mets","NL East",161,77,84,0,0.478,0.496,"5th of 6","20.5","",640,646,"2,284,484",29.1,28,40,18,"D.Cone (4.3)","B.Harrelson (74-80) and M.Cubbage (3-4)","New York Mets"
"1547",27,1990,"New York Mets","NL East",162,91,71,0,0.562,0.606,"2nd of 6","4.0","",775,613,"2,732,745",27.5,28,44,15,"F.Viola (6.3)","D.Johnson (20-22) and B.Harrelson (71-49)","New York Mets"
"1548",28,1989,"New York Mets","NL East",162,87,75,0,0.537,0.563,"2nd of 6","6.0","",683,595,"2,918,710",27.5,27.5,42,20,"H.Johnson (6.9)","D.Johnson (87-75)","New York Mets"
"1549",29,1988,"New York Mets","NL East",160,100,60,0,0.625,0.625,"1st of 6","--","Lost NLCS (4-3)",703,532,"3,055,445",27.8,26.6,32,15,"D.Cone (5.8)","D.Johnson (100-60)","New York Mets"
"1550",30,1987,"New York Mets","NL East",162,92,70,0,0.568,0.575,"2nd of 6","3.0","",823,698,"3,034,129",28,25.8,39,18,"D.Strawberry (6.4)","D.Johnson (92-70)","New York Mets"
"1551",31,1986,"New York Mets","NL East",162,108,54,0,0.667,0.635,"1st of 6","--","Won WS (4-3)",783,578,"2,767,601",28,25.5,36,15,"K.Hernandez (5.5)","D.Johnson (108-54)","New York Mets"
"1552",32,1985,"New York Mets","NL East",162,98,64,0,0.605,0.591,"2nd of 6","3.0","",695,568,"2,761,601",28.1,24.7,38,17,"D.Gooden (13.2)","D.Johnson (98-64)","New York Mets"
"1553",33,1984,"New York Mets","NL East",162,90,72,0,0.556,0.483,"2nd of 6","6.5","",652,676,"1,842,695",27.2,25.2,40,16,"K.Hernandez (6.3)","D.Johnson (90-72)","New York Mets"
"1554",34,1983,"New York Mets","NL East",162,68,94,0,0.42,0.424,"6th of 6","22.0","",575,680,"1,112,774",27.7,29.2,40,15,"K.Hernandez (4.3)","G.Bamberger (16-30) and F.Howard (52-64)","New York Mets"
"1555",35,1982,"New York Mets","NL East",162,65,97,0,0.401,0.422,"6th of 6","27.0","",609,723,"1,323,036",28.7,27.5,40,18,"J.Stearns (3.8)","G.Bamberger (65-97)","New York Mets"
"1556",36,1981,"New York Mets","NL East",105,41,62,2,0.398,0.402,"5th of 6","18.5","",348,432,"704,244",28.3,27.5,38,19,"H.Brooks (2.6)","J.Torre (41-62)","New York Mets"
"1557",37,1980,"New York Mets","NL East",162,67,95,0,0.414,0.437,"5th of 6","24.0","",611,702,"1,192,073",27.4,26.5,40,17,"L.Mazzilli (3.2)","J.Torre (67-95)","New York Mets"
"1558",38,1979,"New York Mets","NL East",163,63,99,1,0.389,0.421,"6th of 6","35.0","",593,706,"788,905",27.6,26.5,39,20,"L.Mazzilli (4.9)","J.Torre (63-99)","New York Mets"
"1559",39,1978,"New York Mets","NL East",162,66,96,0,0.407,0.442,"6th of 6","24.0","",607,690,"1,007,328",27.1,27.5,36,16,"C.Swan (5.5)","J.Torre (66-96)","New York Mets"
"1560",40,1977,"New York Mets","NL East",162,64,98,0,0.395,0.445,"6th of 6","37.0","",587,663,"1,066,825",27,27.2,40,16,"L.Randle (4.2)","J.Frazier (15-30) and J.Torre (49-68)","New York Mets"
"1561",41,1976,"New York Mets","NL East",162,86,76,0,0.531,0.561,"3rd of 6","15.0","",615,538,"1,468,754",28.6,29.4,37,13,"T.Seaver (5.3)","J.Frazier (86-76)","New York Mets"
"1562",42,1975,"New York Mets","NL East",162,82,80,0,0.506,0.515,"3rd of 6","10.5","",646,625,"1,730,566",28.6,27,37,16,"T.Seaver (8.2)","Y.Berra (56-53) and R.McMillan (26-27)","New York Mets"
"1563",43,1974,"New York Mets","NL East",162,71,91,0,0.438,0.445,"5th of 6","17.0","",572,646,"1,722,209",27.8,28.2,37,16,"J.Matlack (8.7)","Y.Berra (71-91)","New York Mets"
"1564",44,1973,"New York Mets","NL East",161,82,79,0,0.509,0.515,"1st of 6","--","Lost WS (4-3)",608,588,"1,912,390",27.9,27.2,40,16,"T.Seaver (11.0)","Y.Berra (82-79)","New York Mets"
"1565",45,1972,"New York Mets","NL East",156,83,73,0,0.532,0.459,"3rd of 6","13.5","",528,578,"2,134,185",27.3,26.1,34,14,"J.Matlack (6.1)","Y.Berra (83-73)","New York Mets"
"1566",46,1971,"New York Mets","NL East",162,83,79,0,0.512,0.531,"3rd of 6","14.0","",588,550,"2,266,680",26.6,26.1,34,13,"T.Seaver (10.9)","G.Hodges (83-79)","New York Mets"
"1567",47,1970,"New York Mets","NL East",162,83,79,0,0.512,0.545,"3rd of 6","6.0","",695,630,"2,697,479",26.5,26.1,34,14,"T.Seaver (6.4)","G.Hodges (83-79)","New York Mets"
"1568",48,1969,"New York Mets","NL East",162,100,62,0,0.617,0.571,"1st of 6","--","Won WS (4-1)",632,541,"2,175,373",25.9,25.8,35,15,"T.Seaver (7.2)","G.Hodges (100-62)","New York Mets"
"1569",49,1968,"New York Mets","NL",163,73,89,1,0.451,0.476,"9th of 10","24.0","",473,499,"1,781,657",26,26.1,34,14,"T.Seaver (7.0)","G.Hodges (73-89)","New York Mets"
"1570",50,1967,"New York Mets","NL",162,61,101,0,0.377,0.366,"10th of 10","40.5","",498,672,"1,565,492",25.8,26.3,54,27,"T.Seaver (6.7)","W.Westrum (57-94) and S.Parker (4-7)","New York Mets"
"1571",51,1966,"New York Mets","NL",161,66,95,0,0.41,0.383,"9th of 10","28.5","",587,761,"1,932,693",26.9,26,42,19,"D.Ribant (3.5)","W.Westrum (66-95)","New York Mets"
